epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,531.223,1.15847,1.39547,1.64567,0.22856,0.375,0.19232,0.06946,2.36463,2.58134,2.31692,0.0001962,0.0001962,0.0001962
92,534.562,1.10883,1.43479,1.49407,0.28064,0.375,0.19314,0.06454,2.36749,2.58185,2.37655,0.000180362,0.000180362,0.000180362
93,538.239,0.97175,1.49274,1.34295,0.28064,0.375,0.19314,0.06454,2.36749,2.58185,2.37655,0.000164128,0.000164128,0.000164128
94,541.409,0.88921,1.45028,1.32481,0.28064,0.375,0.19314,0.06454,2.36749,2.58185,2.37655,0.000147498,0.000147498,0.000147498
95,545.518,1.00015,1.33013,1.44431,0.28064,0.375,0.19314,0.06454,2.36749,2.58185,2.37655,0.000130472,0.000130472,0.000130472
96,549.493,1.04965,1.40755,1.46789,0.2996,0.375,0.19475,0.05825,2.37303,2.47262,2.36258,0.00011305,0.00011305,0.00011305
97,552.944,1.05057,1.52815,1.55644,0.2996,0.375,0.19475,0.05825,2.37303,2.47262,2.36258,9.5232e-05,9.5232e-05,9.5232e-05
98,556.251,1.45582,1.42423,1.66536,0.2996,0.375,0.19475,0.05825,2.37303,2.47262,2.36258,7.7018e-05,7.7018e-05,7.7018e-05
99,560.519,1.02931,1.44168,1.48939,0.2996,0.375,0.19475,0.05825,2.37303,2.47262,2.36258,5.8408e-05,5.8408e-05,5.8408e-05
100,567.13,0.92755,1.35761,1.32747,0.34558,0.375,0.21484,0.05948,2.41026,2.41459,2.36174,3.9402e-05,3.9402e-05,3.9402e-05
