epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,2303.34,1.21347,0.98101,1.49891,0.69062,0.76923,0.72336,0.37219,1.76354,1.56404,2.10285,0.000317,0.000317,0.000317
87,2329.03,1.21304,0.9246,1.50095,0.66935,0.73077,0.74559,0.35379,1.77535,1.55121,2.1139,0.0002972,0.0002972,0.0002972
88,2354.48,1.18272,0.89063,1.53693,0.66739,0.65385,0.71876,0.35372,1.79689,1.51414,2.11471,0.0002774,0.0002774,0.0002774
89,2380.16,1.16202,0.91508,1.49624,0.61974,0.69231,0.72155,0.34291,1.81534,1.465,2.12681,0.0002576,0.0002576,0.0002576
90,2406.15,1.21697,0.91623,1.49904,0.6759,0.73077,0.75407,0.36226,1.86149,1.41314,2.16535,0.0002378,0.0002378,0.0002378
91,2431.74,1.15874,1.11812,1.51134,0.65152,0.69231,0.73537,0.34975,1.88273,1.40023,2.17235,0.000218,0.000218,0.000218
92,2457.86,1.17844,1.00992,1.53433,0.64142,0.76923,0.7444,0.32909,1.88774,1.41982,2.18779,0.0001982,0.0001982,0.0001982
93,2483.39,1.15581,0.96515,1.5452,0.66877,0.73077,0.74431,0.33515,1.86101,1.44518,2.16479,0.0001784,0.0001784,0.0001784
94,2509.33,1.19427,0.92078,1.58037,0.81135,0.66194,0.75518,0.33226,1.84032,1.47758,2.16488,0.0001586,0.0001586,0.0001586
95,2538.64,1.22526,0.91837,1.54063,0.70165,0.61538,0.67193,0.31992,1.80617,1.50561,2.14576,0.0001388,0.0001388,0.0001388
96,2565.68,1.28136,0.87438,1.59863,0.77749,0.61538,0.73255,0.33125,1.77753,1.50238,2.12621,0.000119,0.000119,0.000119
97,2591.26,1.14891,0.88394,1.56864,0.78631,0.61538,0.73632,0.33372,1.78967,1.48695,2.12306,9.92e-05,9.92e-05,9.92e-05
98,2616.72,1.11894,0.74769,1.45411,0.751,0.57692,0.67228,0.33983,1.78073,1.47089,2.09624,7.94e-05,7.94e-05,7.94e-05
99,2642.66,1.10205,0.86389,1.45962,0.77672,0.57692,0.67109,0.33036,1.7813,1.45598,2.08471,5.96e-05,5.96e-05,5.96e-05
100,2668.45,1.09041,0.76833,1.49261,0.70169,0.57692,0.67123,0.33405,1.78464,1.42772,2.09029,3.98e-05,3.98e-05,3.98e-05
